,pl_name,kepid,disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,pl_orbper,koi_time0,pl_imppar,pl_trandur,pl_trandep,pl_ratror,pl_dens,pl_rade,pl_orbsmax,pl_orbincl,pl_eqt,pl_insol,pl_ratdor,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_quarters,koi_bin_oedp_sig,st_teff,st_logg,st_met,st_rad,st_mass,ra,dec,sy_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,lc_amplitude,lc_slope,lc_max,lc_mean,lc_median,lc_meanAbsDev,lc_q1,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std,lc_lmin
11,K00002.01,10666592,1.0,0.0,1.0,0.0,0.0,2.204735417,2454954.359,0.224,3.88864,6674.7,0.075522,0.37936,16.1,0.0376,87.21,2048.0,4148.92,4.602,0.2958,232.27,3862.1846,5945.9,611.0,1.1111111111111112e+31,0.0,6440.0,4.019,0.14,1.952,1.449,292.24728,47.969521,10.463,0.1617872340425532,0.3986,-0.7585,-0.001754,-0.00014279787234042544,2.22,-3.29,3.97,2.02,-3.67,4.19,3840.1875,-99.83483537242627,1035376.625,1034362.875,1034799.84375,-436.98333740234375,1034592.375,1035041.5,449.125,0.10440835266821345,-3.1835369566251734,95739384430592.0,1695.0338134765625,1027696.25
12,K00010.01,6922244,1.0,0.0,0.0,0.0,0.0,3.522498429,2454954.119,0.631,3.19843,9145.7,0.092086,0.65374,14.59,0.0473,85.2,1521.0,1264.67,7.541,0.3201,130.83832,1725.5824,1741.5,384.0,1.1111111111111112e+31,0.6662,6225.0,4.169,-0.04,1.451,1.132,281.28812,42.45108,13.563,0.0,-0.5515,-0.0597,1e-05,0.00036,0.014,-0.013,0.02,-0.028,0.176,0.178,263.619140625,1.182891328764097,49851.74609375,49765.03125,49778.015625,-12.98472785949707,49771.1279296875,49785.4658203125,14.337890625,0.11214953271028037,-5.031451208218271,875982336.0,75.1155014038086,49324.5078125
13,K00112.02,10984090,1.0,0.0,0.0,0.0,0.0,3.709214104,2454966.983,0.051,2.6302,131.1,0.010424,1.77451,1.16,0.0465,89.73,1206.0,500.46,10.888,0.4035,4.8657312,41.28873,50.6,352.0,1.1111111111111112e+31,0.605,5833.0,4.407,-0.04,1.022,0.974,295.64871,48.49556,12.772,0.009,0.36,0.45,-4.6e-05,-5e-05,0.24,-0.15,0.29,0.16,-0.13,0.21,30.01953125,0.001910643128425594,108633.953125,108601.25,108600.84765625,0.4072183668613434,108594.052734375,108608.29296875,14.240234375,1.0606060606060606,0.2044560661236594,36623.03515625,10.57912826538086,108573.9140625
14,K00742.01,10419211,0.0,0.0,1.0,0.0,0.0,11.521446064,2455003.84,2.483,3.6399,17984.0,1.625358,1.27376,150.51,0.0978,83.13,753.0,75.88,20.75,0.3858,92.901566,628.3708,622.1,96.0,1.111110111011101e+31,0.154,5795.0,4.554,-0.2,0.848,0.938,297.07993,47.597401,15.472,0.895,0.068,-0.038,0.0,0.0001,0.009,-0.009,0.013,0.147,0.037,0.151,120.8095703125,-0.07742521583124465,8798.576171875,8716.0302734375,8717.0771484375,-1.046051025390625,8714.19775390625,8719.8359375,5.63818359375,0.681025641025641,-8.577236945833448,2678068.0,12.976795196533203,8556.95703125
15,K00743.01,10464078,0.0,0.0,1.0,0.0,0.0,19.40393776,2455005.484,0.804,12.2155,8918.7,0.096729,0.03785,7.18,0.123,84.93,523.0,17.69,9.099,0.5172,49.468765,320.90817,214.7,71.0,1.1111111111111112e+31,0.806,5043.0,4.591,-0.54,0.68,0.657,289.25821,47.635319,15.487,0.048,0.038,-0.005,-0.00038,-0.0002,-0.001,0.009,0.009,-0.147,-0.038,0.152,177.16259765625,-0.09993883217229392,10004.9033203125,9852.0634765625,9852.1796875,-0.11640100926160812,9819.50146484375,9884.29296875,64.79150390625,0.9939172749391727,-0.09621468879953195,18531508.0,49.36732482910156,9650.578125
16,K00744.01,10480982,0.0,0.0,1.0,0.0,0.0,19.221388942,2455017.552,1.065,4.79843,74284.0,0.476633,1.57359,49.29,0.1417,88.05,698.0,55.97,31.323,0.3447,387.658,2174.4263,2317.0,55.0,1.111110111011101e+31,0.0003,6117.0,4.496,-0.22,0.947,1.025,295.81454,47.69035,15.341,0.0,-0.1235,-0.2667,-0.0005,-0.002,0.003,0.005,0.006,-0.018,-0.203,0.203,386.14404296875,-0.11943814325416112,9979.94140625,9952.751953125,9954.3515625,-1.5996850728988647,9949.1494140625,9960.96923828125,11.81982421875,0.7343915343915344,-15.559606633031734,592566016.0,38.62017059326172,9207.6533203125
17,K00745.01,10485250,0.0,0.0,1.0,0.0,0.0,16.46983774,2455013.882,0.292,9.4378,10479.0,0.092509,0.19353,7.94,0.1147,88.81,595.0,29.61,14.05,0.49,43.1625,258.8247,303.4,66.0,1.111101110111011e+30,0.0112,5152.0,4.517,-0.2,0.786,0.741,297.15442,47.668701,15.788,0.0,-0.092,-0.25,0.0007,0.0008,-0.04,-0.004,0.04,0.017,0.001,0.017,293.029541015625,0.3975061502252079,6928.521484375,6615.11181640625,66054.68114714927,0.8641256821599412,66035.18113935755,66076.20010440907,41.01896505152926,1.3675027262813522,2.0910048535152734,70598502.32408239,146.38723754882812,6342.46240234375
18,K00746.01,10526549,1.0,0.0,0.0,0.0,0.0,9.27358173,2455006.258,0.387,3.2875,1288.3,0.032563,1.93557,2.47,0.0759,88.93,649.0,41.85,20.65,0.6019,9.616924,71.48005,87.2,144.0,1.1111111111111112e+31,0.0504,4856.0,4.583,-0.3,0.696,0.676,288.13824,47.724449,15.302,0.037,-0.05,0.2,0.00034,0.00019,-0.059,-0.008,0.059,0.042,0.344,0.346,24.5966796875,-0.004982345958841623,11995.2236328125,11971.4541015625,11971.634765625,-0.17974351346492767,11966.96044921875,11975.966796875,9.00634765625,0.9605263157894737,-0.08893252984678911,6140.43115234375,6.6714959144592285,11946.0302734375
19,K00747.01,10583066,1.0,0.0,0.0,0.0,0.0,6.02930329,2455004.603,0.258,1.5821,1912.7,0.038838,13.09803,2.85,0.0585,89.5,678.0,50.04,29.31,0.6908,6.876831,52.36939,65.4,215.0,1.1111111111111112e+31,1.0,4537.0,4.648,0.21,0.672,0.761,283.71088,47.86327,15.784,0.77,-0.32,-0.24,-0.00017,-0.0001,0.11,0.01,0.11,-0.19,-0.24,0.3,90.4716796875,0.00045149089182379486,6287.57373046875,6122.4345703125,6122.39697265625,0.03695148229598999,6119.468505859375,6125.07666015625,5.608154296875,1.0222222222222221,13.224734381549933,455645.90625,5.937569618225098,6106.63037109375
20,K00748.01,10583180,0.0,0.0,1.0,1.0,1.0,2.696370652,2455003.738,0.044,3.6129,397.9,0.017673,0.51471,1.58,0.0349,89.56,1066.0,305.34,5.827,0.5746,5.508401,34.570904,48.2,501.0,1.1111111111111112e+31,0.0505,4989.0,4.504,0.1,0.819,0.781,283.76547,47.804298,15.269,0.0,-1.47,-0.53,0.00047,0.00019,1.08,2.19,2.44,0.89,2.32,2.49,25.98095703125,0.001227579529698201,10189.6640625,10151.2900390625,10151.220703125,0.0689784437417984,10148.28173828125,10154.2421875,5.96044921875,1.0209617755856966,0.3952320170812733,2956.3818359375,4.801532745361328,10137.7021484375
21,K00749.01,10601284,1.0,0.0,0.0,0.0,0.0,5.349553819,2455004.807,0.092,3.0278,831.0,0.025706,1.73782,2.55,0.0563,89.62,919.0,168.99,13.8015,0.5256,6.0370364,48.504196,60.6,247.0,1.1111111111111112e+31,0.7722,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,0.002,-0.71,-0.38,0.00055,0.0003,0.04,-0.02,0.04,-0.02,-0.03,0.04,20.6845703125,-0.0091660510383357,10755.09765625,10733.78125,10733.8076171875,-0.026656759902834892,10729.42919921875,10738.03662109375,8.607421875,0.9963459196102314,0.06772881435190341,6135.88330078125,6.694189548492432,10713.728515625
22,K00749.02,10601284,1.0,0.0,0.0,0.0,0.0,3.94105221,2454969.087,0.226,2.5984,363.3,0.017105,1.85636,1.7,0.046,88.88,1018.0,253.15,11.51,0.5256,4.5118856,22.749151,28.9,322.0,1.1111111111111112e+31,0.923,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,0.464,0.2,0.38,-8e-05,-0.00013,-0.23,0.35,0.42,-0.24,0.34,0.42,20.6845703125,-0.0091660510383357,10755.09765625,10733.78125,10733.8076171875,-0.026656759902834892,10729.42919921875,10738.03662109375,8.607421875,0.9963459196102314,0.06772881435190341,6135.88330078125,6.694189548492432,10713.728515625
23,K00749.03,10601284,1.0,0.0,0.0,0.0,0.0,8.10904807,2454965.803,0.025,3.596,217.4,0.013127,1.5302,1.3,0.0743,89.92,800.0,97.03,17.46,0.5256,4.434382,9.776852,14.1,141.0,1.1111111111111112e+31,0.7742,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,0.013,3.8,-0.1,-0.00072,2e-05,-0.11,-0.14,0.18,-0.15,-0.15,0.22,20.6845703125,-0.0091660510383357,10755.09765625,10733.78125,10733.8076171875,-0.026656759902834892,10729.42919921875,10738.03662109375,8.607421875,0.9963459196102314,0.06772881435190341,6135.88330078125,6.694189548492432,10713.728515625
24,K00113.01,2306756,0.0,0.0,1.0,0.0,0.0,386.6030528,2454999.342,0.9765,6.8057,24927.0,0.240528,4.63335,41.5,1.0719,89.95,297.0,1.84,332.0,0.4707,24.219045982978717,196.5256681734042,994.0,564.8297872340426,8.680914784148736e+30,0.4093510638297873,5543.0,4.081,0.44,1.58,1.103,292.27374,37.671558,12.394,0.002,-0.008,0.067,-0.0007,0.0006,0.001,0.037,0.037,0.001,0.163,0.163,1617.9921875,-1.3446074772237664,161389.671875,158473.90625,66537.16375083111,-7.086799069862575,66482.81485310006,66580.39071330619,97.57586020611703,1.0274022486230598,1.0173147009979349,47990573245.36075,77.48721313476562,158153.6875
25,K00750.01,10662202,1.0,0.0,0.0,0.0,0.0,21.67699193,2455004.536,0.896,3.4555,857.2,0.032666,0.60007,2.95,0.1408,87.91,530.0,18.64,24.6,0.582,5.911944,24.54073,34.3,62.0,1.1111111111111112e+31,0.6183,4954.0,4.5,0.18,0.828,0.791,290.46512,47.92918,15.377,0.103,0.54,-0.26,-0.00064,0.0,-0.1,-0.04,0.11,-0.28,-0.23,0.36,56.884765625,0.1364570797418902,10536.3359375,10463.986328125,10458.6416015625,5.345345497131348,10443.77734375,10476.0478515625,32.2705078125,1.4795763993948563,0.7314376085659372,1069154.875,25.567733764648438,10422.56640625
26,K00751.01,10682541,1.0,0.0,0.0,0.0,0.0,4.99677968,2455004.742,0.71,2.1717,934.7,0.030014,1.71827,2.78,0.0559,86.9,917.0,166.95,13.14,0.5256,4.132564,24.283327,28.2,208.0,1.111101110111011e+30,0.036,5339.0,4.552,0.18,0.847,0.931,297.80826,47.946671,15.861,0.998,0.26,-0.17,2e-05,1e-05,-0.14,0.17,0.22,-0.06,0.1,0.11,65.233154296875,0.3975061502252079,5666.6708984375,5572.15087890625,66054.68114714927,0.8641256821599412,66035.18113935755,66076.20010440907,41.01896505152926,1.0157845868152275,2.0910048535152734,70598502.32408239,12.767602920532227,5536.20458984375
27,K00769.01,11460018,1.0,0.0,0.0,0.0,0.0,4.280963604,2455004.897,0.424,2.875,750.8,0.025377,1.24482,2.3,0.0503,87.72,1012.0,247.87,10.64,0.3928,6.7006826,52.913242,61.8,311.0,1.1111111111111112e+31,0.4302,5644.0,4.564,-0.14,0.831,0.928,294.26581,49.314091,15.356,0.0,-0.33,0.04,0.00073,6e-05,0.003,-0.065,0.066,-0.015,0.158,0.158,49.5087890625,0.006169833216957338,9601.87109375,9521.9853515625,9521.890625,0.0949416533112526,9518.57080078125,9525.013671875,6.44287109375,1.0385572139303483,2.1710015368719744,28997.392578125,5.502717018127441,9502.853515625
28,K00770.01,11463211,0.0,0.0,0.0,1.0,0.0,1.50635409,2455003.998,0.86,1.5155,2211.7,0.049899,0.84722,4.53,0.025,79.38,1452.0,1054.12,4.67,0.3858,9.787732,130.6654,181.1,882.0,1.1111111111111112e+31,1.0,5714.0,4.563,-0.2,0.831,0.926,295.66522,49.351009,15.525,0.0,0.769,0.643,-0.00174,-0.0015,0.998,0.821,1.292,0.877,0.734,1.144,26.19873046875,0.030480296927662357,8597.9345703125,8573.7451171875,8574.1640625,-0.41884997487068176,8570.7802734375,8577.35693359375,6.57666015625,0.9036004645760743,-0.7720355233100857,6439.0615234375,5.781443119049072,8545.537109375
29,K00771.01,11465813,0.0,0.0,1.0,1.0,0.0,670.645531,2455042.044,0.701,53.412,18091.0,0.131705,0.02605,14.14,1.5155,89.53,196.0,0.35,85.24,0.4955,70.64302,96.96236,642.7,3.0,1.1100011111111111e+31,0.0001,5520.0,4.466,0.48,0.983,1.03,296.69861,49.316479,15.207,0.0,-0.551,0.435,0.0175,-0.0049,-1.286,0.227,1.306,-1.047,0.31,1.092,39.97021484375,-0.004788878214381244,15635.6181640625,15585.46875,15585.662109375,-0.1926741749048233,15580.8798828125,15589.916015625,9.0361328125,0.962874251497006,0.18360240305815984,11412.1171875,7.0456342697143555,15555.677734375
30,K00772.01,11493732,0.0,0.0,1.0,0.0,0.0,61.2563628,2455006.838,1.248,7.633,5123.3,0.334628,0.12411,39.87,0.3137,87.54,505.0,15.43,29.1,0.3239,31.079844,73.10389,85.3,13.0,1.1100010111011102e+31,0.8513,6144.0,4.402,0.0,1.091,1.093,283.72592,49.479519,15.25,0.156,-0.43,0.28,0.001,-0.0009,0.063,-0.055,0.083,-0.069,-0.028,0.074,35.57861328125,0.2919216118744478,9219.6396484375,9181.6484375,9182.4443359375,-0.7957029938697815,9177.48095703125,9186.916015625,9.43505859375,0.84251968503937,-0.5478889833333493,17329.150390625,7.966508388519287,9148.482421875
31,K00773.01,11507101,1.0,0.0,0.0,0.0,0.0,38.3775486,2455005.82,0.468,5.588,724.2,0.024901,1.40588,2.82,0.2163,89.44,529.0,18.53,47.8,0.4695,10.352898,31.946487,34.7,37.0,1.1111111111111112e+31,0.3889,5481.0,4.369,0.16,1.036,0.915,291.72202,49.480869,15.172,0.0,0.36,-0.91,0.00067,-0.00104,-0.85,1.54,1.76,-0.01,0.04,0.04,24.744140625,0.0008305660752723726,12710.4072265625,12678.033203125,12677.9013671875,0.13268081843852997,12674.9951171875,12680.99658203125,6.00146484375,1.036024844720497,0.26090637388033044,2458.951904296875,4.817632675170898,12660.9189453125
32,K00757.02,10910878,1.0,0.0,0.0,0.0,0.0,41.19725502,2454998.004,0.045,4.6297,2213.9,0.041693,3.9471,3.86,0.217,89.96,439.0,8.76,70.75,0.582,11.918161,37.877567,51.2,26.0,1.11111101110111e+31,0.1551,5031.0,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841,0.123,-0.43,0.0,0.00111,0.00012,0.12,0.0,0.12,0.07,0.03,0.08,35.743408203125,-0.03958464248295795,6563.24853515625,6535.447265625,6535.150390625,0.2964865267276764,6530.20947265625,6540.1923828125,9.98291015625,1.0746835443037974,-0.0882558699529971,24693.8671875,8.316035270690918,6491.76171875
33,K00757.03,10910878,1.0,0.0,0.0,0.0,0.0,6.252962249,2455004.301,0.105,2.5819,1036.9,0.028604,3.28707,2.65,0.0617,89.68,823.0,108.3,18.94,0.582,5.834264,35.96252,47.1,167.0,1.11111101110111e+31,0.7587,5031.0,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841,0.236,-0.36,0.15,0.00042,-9e-05,0.03,0.05,0.06,-0.02,0.05,0.05,35.743408203125,-0.03958464248295795,6563.24853515625,6535.447265625,6535.150390625,0.2964865267276764,6530.20947265625,6540.1923828125,9.98291015625,1.0746835443037974,-0.0882558699529971,24693.8671875,8.316035270690918,6491.76171875
34,K00758.01,10987985,1.0,0.0,0.0,0.0,0.0,16.01308419,2455009.361,0.799,3.2554,1121.9,0.034369,1.10942,3.1,0.1148,88.14,593.0,29.31,24.7,0.5746,8.468995,31.066507,33.2,65.0,1.1101101110111011e+31,0.8555,5015.0,4.499,0.1,0.826,0.785,297.02563,48.478588,15.39,0.167,-0.03,-0.36,-2e-05,0.00054,-0.06,-0.21,0.22,-0.18,-0.08,0.19,75.767578125,-2.087912441923167,9608.162109375,9515.859375,9508.0693359375,7.789812088012695,9483.13720703125,9546.89404296875,63.7568359375,1.6392914653784219,0.604258681731863,4607652.0,38.10475158691406,9456.626953125
35,K00759.01,11018648,1.0,0.0,0.0,0.0,0.0,32.62876672,2455027.102,0.021,4.7971,1804.8,0.03852,2.79093,3.36,0.1889,89.98,506.0,15.55,53.95,0.421,14.0889,61.372303,80.0,34.0,1.11111101110111e+31,0.6386,5586.0,4.56,-0.3,0.798,0.844,285.71854,48.505859,15.082,0.047,-0.25,-0.17,0.00079,-0.00016,0.037,0.07,0.08,0.121,-0.09,0.15,70.669921875,-0.1553471374380281,12813.5771484375,12700.896484375,12700.5625,0.33437344431877136,12697.2529296875,12704.34228515625,7.08935546875,1.0959079283887467,4.62718786856121,164253.546875,6.838206768035889,12672.2373046875
36,K00759.02,11018648,1.0,0.0,0.0,0.0,0.0,91.7732862,2455026.838,0.606,6.473,652.0,0.02432,1.60558,2.12,0.3764,89.61,359.0,3.92,89.4,0.421,6.9461374,14.678595,19.1,11.0,1.11111101110111e+31,0.7668,5586.0,4.56,-0.3,0.798,0.844,285.71854,48.505859,15.082,0.599,-0.5,-0.52,0.00041,0.00016,-0.36,-0.41,0.55,-0.35,-0.55,0.65,70.669921875,-0.1553471374380281,12813.5771484375,12700.896484375,12700.5625,0.33437344431877136,12697.2529296875,12704.34228515625,7.08935546875,1.0959079283887467,4.62718786856121,164253.546875,6.838206768035889,12672.2373046875
38,K00761.01,11152159,0.0,0.0,1.0,1.0,0.0,2.701287801,2455003.696,1.016,3.3827,860.4,0.06584,0.02818,6.54,0.0365,62.69,1222.0,527.81,2.22,0.4526,5.044661,39.745068,48.3,387.0,1.111101110111011e+30,0.3375,5550.0,4.468,-0.04,0.91,0.889,297.92365,48.777321,15.54,0.0,7.84,15.08,-0.00608,-0.01249,3.39,5.48,6.45,3.46,5.52,6.51,46.0595703125,0.3975061502252079,8518.2392578125,8449.1533203125,66054.68114714927,0.8641256821599412,66035.18113935755,66076.20010440907,41.01896505152926,1.0529550827423169,2.0910048535152734,70598502.32408239,5.419057846069336,8426.1201171875
39,K00762.01,11153539,1.0,0.0,0.0,0.0,0.0,4.49876511,2455004.349,0.312,3.7362,460.0,0.019817,0.67106,2.1,0.0542,88.0,1133.0,389.62,8.95,0.3511,4.435833,26.501581,29.5,238.0,1.111110111011101e+31,0.1694,6075.0,4.486,-0.12,0.969,1.048,298.45685,48.791592,15.395,0.281,0.83,0.54,-0.00024,-0.0001,0.09,-0.12,0.15,0.18,0.04,0.19,20.8681640625,-0.021568196945563813,9639.369140625,9613.3974609375,9613.3291015625,0.06848032772541046,9609.74560546875,9617.05712890625,7.3115234375,1.0284653465346534,0.21924004358965357,3284.9482421875,5.5359930992126465,9597.6328125
40,K00763.01,11242721,0.0,0.0,1.0,0.0,0.0,19.651209505,2455012.402,0.723,5.2514,11766.0,0.106953,0.67559,12.42,0.1433,88.27,730.0,67.03,23.98,0.3511,85.46643,509.4985,513.4,59.0,1.101111111111111e+30,0.5224,6074.0,4.391,-0.12,1.063,1.014,291.0939,48.933842,15.536,0.518,-0.059,-0.022,0.00021,-0.0002,0.006,0.0,0.006,-0.028,0.033,0.043,93.27587890625,0.3975061502252079,9204.9248046875,9128.5224609375,66054.68114714927,0.8641256821599412,66035.18113935755,66076.20010440907,41.01896505152926,0.7853618421052632,2.0910048535152734,70598502.32408239,10.3731107711792,9018.373046875
